stage,description,Bedroom,Bathroom,Property Size,Nearby School,Nearby Mall,Ad List,Category,Facilities,Building Name,Developer,Tenure Type,Address,Completion Year,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,Firm Type,Firm Number,REN Number,Bus Stop,Mall,Park,School,Hospital,price,Highway,Nearby Railway Station,Railway Station
after_merge,"FOR SALE INCLUDING FURNITURE, ETC.
- Apartment on the 5th floor for sale, size is 1023 sqft
- Building has lift
- 1 car park per unit.
- Open park with lake, playground and jogging path in front of apartment
- Furnishing:
Kitchen Cabinet, Mattress, Air-conds, Refrigerator, Water Heater, Bedframe,
Dining Table, Hood & Hub, Wardrobe, Microwave, Curtain ALL INCLUDED
- 3 rooms fully furnished with air cond and fan
- Currently tenanted but owner wants to pursue other business. If BUYER want to stay, vacant possession is fine. If BUYER wants to do rental business also can.
-Facilities:
Security 24/7, Swimming Pool ,Elevator, Playground, Shops neaby, Mosque
-Accessibility:
Easy access to LDP,KESAS, NPE & Federal Highway
Hero Save Mart Sri Subang - 120 M
Mentari BRT Station - 650 M
Setia Jaya KTM Station - 1.6 KM
Setia Jaya BRT Station - 538 M
Sunway Pyramid - 1.4KM
Continue Reading
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
1023 sq.ft.
Nearby Railway Station
KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang)
Nearby School
Sekolah Kebangsaan Kampung Lindungan
Nearby Mall
Sunway Pyramid Mall
See more details",3,2,1023 sq.ft.,Sekolah Kebangsaan Kampung Lindungan,Sunway Pyramid Mall,103564933,"Apartment / Condominium, For sale","Parking, Security, Minimart, Swimming Pool, Playground, Lift, Jogging Track, Barbeque area",Pangsapuri Kayangan,Suncity Bhd,Leasehold,"No. 33, Jalan PJS 10/24,, Bandar Sunway, Selangor",2004,5,200,Apartment,,Low,Non Bumi Lot,,,,"Bus Stop at Federal Highway Motorcycle Lane 4
Bus Stop at Jalan PJS 11/15
Bus Stop at Opposite Freescale
Bus Stop at Freescale Semiconductors
Bus Stop at New Pantai Expressway 2",Sunway Pyramid Mall,"Park at PJS 10 Park, PJS 10
Park at PJS 9, Sunway City
Park 2 at PJS 6, Sungai Way
Park at Kid's Playground & Family Park, PJS 10","Sekolah Kebangsaan Kampung Lindungan
Sri Emas International School",,RM 380 000,,KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang),KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang)
before,"FOR SALE INCLUDING FURNITURE, ETC.
- Apartment on the 5th floor for sale, size is 1023 sqft
- Building has lift
- 1 car park per unit.
- Open park with lake, playground and jogging path in front of apartment
- Furnishing:
Kitchen Cabinet, Mattress, Air-conds, Refrigerator, Water Heater, Bedframe,
Dining Table, Hood & Hub, Wardrobe, Microwave, Curtain ALL INCLUDED
- 3 rooms fully furnished with air cond and fan
- Currently tenanted but owner wants to pursue other business. If BUYER want to stay, vacant possession is fine. If BUYER wants to do rental business also can.
-Facilities:
Security 24/7, Swimming Pool ,Elevator, Playground, Shops neaby, Mosque
-Accessibility:
Easy access to LDP,KESAS, NPE & Federal Highway
Hero Save Mart Sri Subang - 120 M
Mentari BRT Station - 650 M
Setia Jaya KTM Station - 1.6 KM
Setia Jaya BRT Station - 538 M
Sunway Pyramid - 1.4KM
Continue Reading
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
1023 sq.ft.
Nearby Railway Station
KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang)
Nearby School
Sekolah Kebangsaan Kampung Lindungan
Nearby Mall
Sunway Pyramid Mall
See more details",3,2,1023 sq.ft.,,,103564933,"Apartment / Condominium, For sale","Parking, Security, Minimart, Swimming Pool, Playground, Lift, Jogging Track, Barbeque area",Pangsapuri Kayangan,Suncity Bhd,Leasehold,"No. 33, Jalan PJS 10/24,, Bandar Sunway, Selangor",2004,5,200,Apartment,,Low,Non Bumi Lot,,,,"Bus Stop at Federal Highway Motorcycle Lane 4
Bus Stop at Jalan PJS 11/15
Bus Stop at Opposite Freescale
Bus Stop at Freescale Semiconductors
Bus Stop at New Pantai Expressway 2",Sunway Pyramid Mall,"Park at PJS 10 Park, PJS 10
Park at PJS 9, Sunway City
Park 2 at PJS 6, Sungai Way
Park at Kid's Playground & Family Park, PJS 10","Sekolah Kebangsaan Kampung Lindungan
Sri Emas International School",,RM 380 000,,,KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang)
before,"FOR SALE INCLUDING FURNITURE, ETC.
- Apartment on the 5th floor for sale, size is 1023 sqft
- Building has lift
- 1 car park per unit.
- Open park with lake, playground and jogging path in front of apartment
- Furnishing:
Kitchen Cabinet, Mattress, Air-conds, Refrigerator, Water Heater, Bedframe,
Dining Table, Hood & Hub, Wardrobe, Microwave, Curtain ALL INCLUDED
- 3 rooms fully furnished with air cond and fan
- Currently tenanted but owner wants to pursue other business. If BUYER want to stay, vacant possession is fine. If BUYER wants to do rental business also can.
-Facilities:
Security 24/7, Swimming Pool ,Elevator, Playground, Shops neaby, Mosque
-Accessibility:
Easy access to LDP,KESAS, NPE & Federal Highway
Hero Save Mart Sri Subang - 120 M
Mentari BRT Station - 650 M
Setia Jaya KTM Station - 1.6 KM
Setia Jaya BRT Station - 538 M
Sunway Pyramid - 1.4KM
Continue Reading
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
1023 sq.ft.
Nearby Railway Station
KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang)
Nearby School
Sekolah Kebangsaan Kampung Lindungan
Nearby Mall
Sunway Pyramid Mall
See more details",3,2,1023 sq.ft.,Sekolah Kebangsaan Kampung Lindungan,Sunway Pyramid Mall,103564933,"Apartment / Condominium, For sale","Parking, Security, Minimart, Swimming Pool, Playground, Lift, Jogging Track, Barbeque area",Pangsapuri Kayangan,Suncity Bhd,Leasehold,"No. 33, Jalan PJS 10/24,, Bandar Sunway, Selangor",2004,5,200,Apartment,,Low,Non Bumi Lot,,,,"Bus Stop at Federal Highway Motorcycle Lane 4
Bus Stop at Jalan PJS 11/15
Bus Stop at Opposite Freescale
Bus Stop at Freescale Semiconductors
Bus Stop at New Pantai Expressway 2",Sunway Pyramid Mall,"Park at PJS 10 Park, PJS 10
Park at PJS 9, Sunway City
Park 2 at PJS 6, Sungai Way
Park at Kid's Playground & Family Park, PJS 10","Sekolah Kebangsaan Kampung Lindungan
Sri Emas International School",,RM 380 000,,KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang),KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang)
after_merge,"palm Court condominium,brickfields for sale..CASH BUY
for more details please contact me [Thanaletchumi..
Show contact number
]
Unit Details
 Partly furnished
 3 bedroom with Air Cond 2 bathroom with Water heater Kitchen Cabinet Well Maintain.
 -Walking distance to all amenities -High demand with best lacation in Sentral -Nearby KL Sentral Station -Walking distance to little india -Nearby Global Indian School
 -Close food outlets,Church, temples, Post office... -Near to Banks, Supermarket Sri Kota....
 Appereciate that to view the acture unit!!!
future this place mybe up to 700k,so
Don't miss this opportunity. .the price can negotiable until let go.
kinlly coutact or WhatsApp Thanaletchumi [
Show contact number
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
1100 sq.ft.
Nearby Railway Station
Monorail Station KL Sentral
Nearby School
SJK (T) Vivekananda
Nearby Mall
Nu Sentral
See more details",3,2,1100 sq.ft.,SJK (T) Vivekananda,Nu Sentral,103700639,"Apartment / Condominium, For sale","Parking, Jogging Track, Security, Tennis Court, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart",Palm Court (Brickfields),Seal Incorporated Berhad,Freehold,"Jalan Berhala, Brickfields, Brickfields, Kuala Lumpur",,19,,Condominium,2,High,Non Bumi Lot,,,,"Bus Stop Palm Court Apartment
Bus Stop NU Sentral
Bus Stop Sentral Loft
Bus Stop Hop-on Hop-Off Stop 10
Bus Stop Suasana Sentral Loft
Bus Stop Little India
Bus Stop Brickfields Asia College B
Bus Stop Brickfields Asia College A
Bus Stop Kuen Cheng High School
Bus Stop Sentral Exhibition Mall
Bus Stop SRK La Salle Brickfields - B
Bus Stop 1 Jalan Tun Sambanthan
Bus Stop KL Sentral 16
Bus Stop IPD Brickfields
Bus Stop Balai Polis Brickfields
Bus Stop 1 Jalan Bangsar
Bus Stop Muzium Negara (Barat)
Bus Stop National Museum 17
Bus Stop Muzium Negara
Bus Stop Lengkok Abdulah
Bus Stop 1 LRT Bangsar
Bus Stop Muzium Negara (Timur)
Bus Stop 2 LRT Bangsar
Bus Stop 4 Jalan Tun Sambanthan",Nu Sentral,"Park 1 at Brickfields, Kuala Lumpur, Malaysia
Park 2 at Brickfields, Kuala Lumpur, Malaysia
Urban Orchard Park, Brickfields, Kuala Lumpur, Malaysia","SJK (T) Vivekananda
SMK Vivekananda
SK Brickfields 1 & 2
Havil International School
SK (P) Methodist 1 & 2
Global Indian International School (Primary/Junior/Secondary)
SJK (C) St Teresa
SK St Teresa 1 & 2
Brickfields Asia College Sambanthan
Global Indian International School (Kindergarten/Primary)
SMK La Salle Brickfields
Kuen Cheng High School
Sekolah Menengah (P) Kuen Cheng
SJK (T) Bangsar",,RM 550 000,,Monorail Station KL Sentral,"Monorail Station KL Sentral
Monorail Station Tun Sambanthan
LRT Station KL Sentral (Kelana Jaya Line)
KTM Station KL Sentral (Komuter Seremban Line)
MRT Station National Museum (MRT Sungai Buloh-Kajang Line)
LRT Station Bangsar (Kelana Jaya Line)"
before,"palm Court condominium,brickfields for sale..CASH BUY
for more details please contact me [Thanaletchumi..
Show contact number
]
Unit Details
 Partly furnished
 3 bedroom with Air Cond 2 bathroom with Water heater Kitchen Cabinet Well Maintain.
 -Walking distance to all amenities -High demand with best lacation in Sentral -Nearby KL Sentral Station -Walking distance to little india -Nearby Global Indian School
 -Close food outlets,Church, temples, Post office... -Near to Banks, Supermarket Sri Kota....
 Appereciate that to view the acture unit!!!
future this place mybe up to 700k,so
Don't miss this opportunity. .the price can negotiable until let go.
kinlly coutact or WhatsApp Thanaletchumi [
Show contact number
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
1100 sq.ft.
Nearby Railway Station
Monorail Station KL Sentral
Nearby School
SJK (T) Vivekananda
Nearby Mall
Nu Sentral
See more details",3,2,1100 sq.ft.,,,103700639,"Apartment / Condominium, For sale","Parking, Jogging Track, Security, Tennis Court, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart",Palm Court (Brickfields),Seal Incorporated Berhad,Freehold,"Jalan Berhala, Brickfields, Brickfields, Kuala Lumpur",,19,,Condominium,2,High,Non Bumi Lot,,,,"Bus Stop Palm Court Apartment
Bus Stop NU Sentral
Bus Stop Sentral Loft
Bus Stop Hop-on Hop-Off Stop 10
Bus Stop Suasana Sentral Loft
Bus Stop Little India
Bus Stop Brickfields Asia College B
Bus Stop Brickfields Asia College A
Bus Stop Kuen Cheng High School
Bus Stop Sentral Exhibition Mall
Bus Stop SRK La Salle Brickfields - B
Bus Stop 1 Jalan Tun Sambanthan
Bus Stop KL Sentral 16
Bus Stop IPD Brickfields
Bus Stop Balai Polis Brickfields
Bus Stop 1 Jalan Bangsar
Bus Stop Muzium Negara (Barat)
Bus Stop National Museum 17
Bus Stop Muzium Negara
Bus Stop Lengkok Abdulah
Bus Stop 1 LRT Bangsar
Bus Stop Muzium Negara (Timur)
Bus Stop 2 LRT Bangsar
Bus Stop 4 Jalan Tun Sambanthan",Nu Sentral,"Park 1 at Brickfields, Kuala Lumpur, Malaysia
Park 2 at Brickfields, Kuala Lumpur, Malaysia
Urban Orchard Park, Brickfields, Kuala Lumpur, Malaysia","SJK (T) Vivekananda
SMK Vivekananda
SK Brickfields 1 & 2
Havil International School
SK (P) Methodist 1 & 2
Global Indian International School (Primary/Junior/Secondary)
SJK (C) St Teresa
SK St Teresa 1 & 2
Brickfields Asia College Sambanthan
Global Indian International School (Kindergarten/Primary)
SMK La Salle Brickfields
Kuen Cheng High School
Sekolah Menengah (P) Kuen Cheng
SJK (T) Bangsar",,RM 550 000,,,"Monorail Station KL Sentral
Monorail Station Tun Sambanthan
LRT Station KL Sentral (Kelana Jaya Line)
KTM Station KL Sentral (Komuter Seremban Line)
MRT Station National Museum (MRT Sungai Buloh-Kajang Line)
LRT Station Bangsar (Kelana Jaya Line)"
before,"palm Court condominium,brickfields for sale..CASH BUY
for more details please contact me [Thanaletchumi..
Show contact number
]
Unit Details
 Partly furnished
 3 bedroom with Air Cond 2 bathroom with Water heater Kitchen Cabinet Well Maintain.
 -Walking distance to all amenities -High demand with best lacation in Sentral -Nearby KL Sentral Station -Walking distance to little india -Nearby Global Indian School
 -Close food outlets,Church, temples, Post office... -Near to Banks, Supermarket Sri Kota....
 Appereciate that to view the acture unit!!!
future this place mybe up to 700k,so
Don't miss this opportunity. .the price can negotiable until let go.
kinlly coutact or WhatsApp Thanaletchumi [
Show contact number
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
1100 sq.ft.
Nearby Railway Station
Monorail Station KL Sentral
Nearby School
SJK (T) Vivekananda
Nearby Mall
Nu Sentral
See more details",3,2,1100 sq.ft.,SJK (T) Vivekananda,Nu Sentral,103700639,"Apartment / Condominium, For sale","Parking, Jogging Track, Security, Tennis Court, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart",Palm Court (Brickfields),Seal Incorporated Berhad,Freehold,"Jalan Berhala, Brickfields, Brickfields, Kuala Lumpur",,19,,Condominium,2,High,Non Bumi Lot,,,,"Bus Stop Palm Court Apartment
Bus Stop NU Sentral
Bus Stop Sentral Loft
Bus Stop Hop-on Hop-Off Stop 10
Bus Stop Suasana Sentral Loft
Bus Stop Little India
Bus Stop Brickfields Asia College B
Bus Stop Brickfields Asia College A
Bus Stop Kuen Cheng High School
Bus Stop Sentral Exhibition Mall
Bus Stop SRK La Salle Brickfields - B
Bus Stop 1 Jalan Tun Sambanthan
Bus Stop KL Sentral 16
Bus Stop IPD Brickfields
Bus Stop Balai Polis Brickfields
Bus Stop 1 Jalan Bangsar
Bus Stop Muzium Negara (Barat)
Bus Stop National Museum 17
Bus Stop Muzium Negara
Bus Stop Lengkok Abdulah
Bus Stop 1 LRT Bangsar
Bus Stop Muzium Negara (Timur)
Bus Stop 2 LRT Bangsar
Bus Stop 4 Jalan Tun Sambanthan",Nu Sentral,"Park 1 at Brickfields, Kuala Lumpur, Malaysia
Park 2 at Brickfields, Kuala Lumpur, Malaysia
Urban Orchard Park, Brickfields, Kuala Lumpur, Malaysia","SJK (T) Vivekananda
SMK Vivekananda
SK Brickfields 1 & 2
Havil International School
SK (P) Methodist 1 & 2
Global Indian International School (Primary/Junior/Secondary)
SJK (C) St Teresa
SK St Teresa 1 & 2
Brickfields Asia College Sambanthan
Global Indian International School (Kindergarten/Primary)
SMK La Salle Brickfields
Kuen Cheng High School
Sekolah Menengah (P) Kuen Cheng
SJK (T) Bangsar",,RM 550 000,,Monorail Station KL Sentral,"Monorail Station KL Sentral
Monorail Station Tun Sambanthan
LRT Station KL Sentral (Kelana Jaya Line)
KTM Station KL Sentral (Komuter Seremban Line)
MRT Station National Museum (MRT Sungai Buloh-Kajang Line)
LRT Station Bangsar (Kelana Jaya Line)"
after_merge,"3 bedroom 3 bathroom unit
2 balconies
1 parking lot
Furnished 
Available from Feb 2024 onwards 
Price lowered from RM650,000
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
3
Property Size
1398 sq.ft.
Nearby School
Sekolah Menengah Kebangsaan Tropicana
See more details",3,3,1398 sq.ft.,Sekolah Menengah Kebangsaan Tropicana,,103707767,"Apartment / Condominium, For sale","Gymnasium, Tennis Court, Barbeque area, Playground, Security, Multipurpose hall, Swimming Pool, Squash Court, Minimart, Parking, Lift, Club house",Mutiara Oriental,CapitaLand Financial Limited,Freehold,"Jalan Bukit Mayang 1/8, Taman Bukit Mayang Emas, Tropicana, Petaling Jaya, Selangor",1998,18,,Condominium,1,Medium,Non Bumi Lot,,,,,,"Park at Mayang Park, Taman Bukit Mayang Mas
Park at BU12, Bandar Utama","Sekolah Menengah Kebangsaan Tropicana
Sekolah Kebangsaan Tropicana",,RM 600 000,,,
before,"3 bedroom 3 bathroom unit
2 balconies
1 parking lot
Furnished 
Available from Feb 2024 onwards 
Price lowered from RM650,000
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
3
Property Size
1398 sq.ft.
Nearby School
Sekolah Menengah Kebangsaan Tropicana
See more details",3,3,1398 sq.ft.,Sekolah Menengah Kebangsaan Tropicana,,103707767,"Apartment / Condominium, For sale","Gymnasium, Tennis Court, Barbeque area, Playground, Security, Multipurpose hall, Swimming Pool, Squash Court, Minimart, Parking, Lift, Club house",Mutiara Oriental,CapitaLand Financial Limited,Freehold,"Jalan Bukit Mayang 1/8, Taman Bukit Mayang Emas, Tropicana, Petaling Jaya, Selangor",1998,18,,Condominium,1,Medium,Non Bumi Lot,,,,,,"Park at Mayang Park, Taman Bukit Mayang Mas
Park at BU12, Bandar Utama","Sekolah Menengah Kebangsaan Tropicana
Sekolah Kebangsaan Tropicana",,RM 600 000,,,
before,"3 bedroom 3 bathroom unit
2 balconies
1 parking lot
Furnished 
Available from Feb 2024 onwards 
Price lowered from RM650,000
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
3
Property Size
1398 sq.ft.
Nearby School
Sekolah Menengah Kebangsaan Tropicana
See more details",3,3,1398 sq.ft.,,,103707767,"Apartment / Condominium, For sale","Gymnasium, Tennis Court, Barbeque area, Playground, Security, Multipurpose hall, Swimming Pool, Squash Court, Minimart, Parking, Lift, Club house",Mutiara Oriental,CapitaLand Financial Limited,Freehold,"Jalan Bukit Mayang 1/8, Taman Bukit Mayang Emas, Tropicana, Petaling Jaya, Selangor",1998,18,,Condominium,1,Medium,Non Bumi Lot,,,,,,"Park at Mayang Park, Taman Bukit Mayang Mas
Park at BU12, Bandar Utama","Sekolah Menengah Kebangsaan Tropicana
Sekolah Kebangsaan Tropicana",,RM 600 000,,,
after_merge,"Resendensi kerinchi bangsar
Move in 
Low deposit can discuss
Interest low 4 %
Now 4.3 %
Can use kwsp ac 2 
Bank value 580k
Offer 490k
Offer 490k
Offer 490k
Diskaun / cash back 90k
Below market 
Bulanan 2273
Bulanan 2273
Gaji min 3500 bersih 
DEPOSIT BOLEH GUNA KWSP AC KE 2
Gov loan lppsa 
Sjkp skim jaminan kredit perumahan
Rumah pertamaku 
Good for investment 
Well maintain
Renovated
Kitchen kabinet
Leesehold 
Bumi lot
900 sq
3  room 
2 bath room
Hot unit 
Free filter for loan 
Loan & lawyer can be arrange 
No hidden cost 
Servis sampai dpt kunci 
Pencerahan menyeluruh
Loan not approve 100 % refund
Call LINA 
Show contact number
Team leader 
IQI REALTY SDN BHD
Trainer for agen
CAN SELL 8 - 10 UNIT / MONTH
Got 600 agen 
2021 get trip to taiwan 
2022 get trip to dubai 
OWNER ARE WELCOME TO LIST 
NOT FOR FOR COA ONLY SERIUS BUYER
Continue Reading
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
900 sq.ft.
Nearby Railway Station
LRT Station Universiti (Kelana Jaya Line)
Nearby School
SMK Seri Pantai
Nearby Mall
KL Gateway Mall
See more details",3,2,900 sq.ft.,SMK Seri Pantai,KL Gateway Mall,103725019,"Apartment / Condominium, For sale","Swimming Pool, Lift, Multipurpose hall, Parking, Security, Playground, Minimart, Jogging Track",Residensi Kerinchi,Suez Capital Sdn Bhd,Leasehold,"Lorong Kerinchi Kiri 2,, Bangsar South, Kuala Lumpur",2016,,472,Condominium,1,High,Bumi Lot,E,11605,REN 32706,"Bus Stop KL Gateway - Universiti Lrt Link Bridge
Bus Stop 2 Federal Highway Motorcycle Lane
Bus Stop Masjid Ar-Rahman
Bus Stop 1 Federal Highway Motorcycle Lane
Bus Stop Stadium Hoki KL
Bus Stop IPD Pantai
Bus Stop Fakulti Undang-Undang
Bus Stop Jalan Pantai Murni
Bus Stop Kolej Kediaman Pertama
Bus Stop SK Bangsar
Bus Stop Jalan 2/112A","KL Gateway Mall
The Sphere","Bangsar South Lakeside Park, Bangsar South, Pantai Dalam, Kuala Lumpur, 59200, Malaysia
Office Park, The Horizon, Pantai Dalam, Kuala Lumpur, Malaysia","SMK Seri Pantai
Sri Dasmesh International School
SK Methodist
SK Bangsar",Pantai Hospital,RM 490 000,,LRT Station Universiti (Kelana Jaya Line),"LRT Station Universiti (Kelana Jaya Line)
LRT Station Kerinchi (Kelana Jaya Line)"
before,"Resendensi kerinchi bangsar
Move in 
Low deposit can discuss
Interest low 4 %
Now 4.3 %
Can use kwsp ac 2 
Bank value 580k
Offer 490k
Offer 490k
Offer 490k
Diskaun / cash back 90k
Below market 
Bulanan 2273
Bulanan 2273
Gaji min 3500 bersih 
DEPOSIT BOLEH GUNA KWSP AC KE 2
Gov loan lppsa 
Sjkp skim jaminan kredit perumahan
Rumah pertamaku 
Good for investment 
Well maintain
Renovated
Kitchen kabinet
Leesehold 
Bumi lot
900 sq
3  room 
2 bath room
Hot unit 
Free filter for loan 
Loan & lawyer can be arrange 
No hidden cost 
Servis sampai dpt kunci 
Pencerahan menyeluruh
Loan not approve 100 % refund
Call LINA 
Show contact number
Team leader 
IQI REALTY SDN BHD
Trainer for agen
CAN SELL 8 - 10 UNIT / MONTH
Got 600 agen 
2021 get trip to taiwan 
2022 get trip to dubai 
OWNER ARE WELCOME TO LIST 
NOT FOR FOR COA ONLY SERIUS BUYER
Continue Reading
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
900 sq.ft.
Nearby Railway Station
LRT Station Universiti (Kelana Jaya Line)
Nearby School
SMK Seri Pantai
Nearby Mall
KL Gateway Mall
See more details",3,2,900 sq.ft.,,,103725019,"Apartment / Condominium, For sale","Swimming Pool, Lift, Multipurpose hall, Parking, Security, Playground, Minimart, Jogging Track",Residensi Kerinchi,Suez Capital Sdn Bhd,Leasehold,"Lorong Kerinchi Kiri 2,, Bangsar South, Kuala Lumpur",2016,,472,Condominium,1,High,Bumi Lot,E,11605,REN 32706,"Bus Stop KL Gateway - Universiti Lrt Link Bridge
Bus Stop 2 Federal Highway Motorcycle Lane
Bus Stop Masjid Ar-Rahman
Bus Stop 1 Federal Highway Motorcycle Lane
Bus Stop Stadium Hoki KL
Bus Stop IPD Pantai
Bus Stop Fakulti Undang-Undang
Bus Stop Jalan Pantai Murni
Bus Stop Kolej Kediaman Pertama
Bus Stop SK Bangsar
Bus Stop Jalan 2/112A","KL Gateway Mall
The Sphere","Bangsar South Lakeside Park, Bangsar South, Pantai Dalam, Kuala Lumpur, 59200, Malaysia
Office Park, The Horizon, Pantai Dalam, Kuala Lumpur, Malaysia","SMK Seri Pantai
Sri Dasmesh International School
SK Methodist
SK Bangsar",Pantai Hospital,RM 490 000,,,"LRT Station Universiti (Kelana Jaya Line)
LRT Station Kerinchi (Kelana Jaya Line)"
before,"Resendensi kerinchi bangsar
Move in 
Low deposit can discuss
Interest low 4 %
Now 4.3 %
Can use kwsp ac 2 
Bank value 580k
Offer 490k
Offer 490k
Offer 490k
Diskaun / cash back 90k
Below market 
Bulanan 2273
Bulanan 2273
Gaji min 3500 bersih 
DEPOSIT BOLEH GUNA KWSP AC KE 2
Gov loan lppsa 
Sjkp skim jaminan kredit perumahan
Rumah pertamaku 
Good for investment 
Well maintain
Renovated
Kitchen kabinet
Leesehold 
Bumi lot
900 sq
3  room 
2 bath room
Hot unit 
Free filter for loan 
Loan & lawyer can be arrange 
No hidden cost 
Servis sampai dpt kunci 
Pencerahan menyeluruh
Loan not approve 100 % refund
Call LINA 
Show contact number
Team leader 
IQI REALTY SDN BHD
Trainer for agen
CAN SELL 8 - 10 UNIT / MONTH
Got 600 agen 
2021 get trip to taiwan 
2022 get trip to dubai 
OWNER ARE WELCOME TO LIST 
NOT FOR FOR COA ONLY SERIUS BUYER
Continue Reading
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
900 sq.ft.
Nearby Railway Station
LRT Station Universiti (Kelana Jaya Line)
Nearby School
SMK Seri Pantai
Nearby Mall
KL Gateway Mall
See more details",3,2,900 sq.ft.,SMK Seri Pantai,KL Gateway Mall,103725019,"Apartment / Condominium, For sale","Swimming Pool, Lift, Multipurpose hall, Parking, Security, Playground, Minimart, Jogging Track",Residensi Kerinchi,Suez Capital Sdn Bhd,Leasehold,"Lorong Kerinchi Kiri 2,, Bangsar South, Kuala Lumpur",2016,,472,Condominium,1,High,Bumi Lot,E,11605,REN 32706,"Bus Stop KL Gateway - Universiti Lrt Link Bridge
Bus Stop 2 Federal Highway Motorcycle Lane
Bus Stop Masjid Ar-Rahman
Bus Stop 1 Federal Highway Motorcycle Lane
Bus Stop Stadium Hoki KL
Bus Stop IPD Pantai
Bus Stop Fakulti Undang-Undang
Bus Stop Jalan Pantai Murni
Bus Stop Kolej Kediaman Pertama
Bus Stop SK Bangsar
Bus Stop Jalan 2/112A","KL Gateway Mall
The Sphere","Bangsar South Lakeside Park, Bangsar South, Pantai Dalam, Kuala Lumpur, 59200, Malaysia
Office Park, The Horizon, Pantai Dalam, Kuala Lumpur, Malaysia","SMK Seri Pantai
Sri Dasmesh International School
SK Methodist
SK Bangsar",Pantai Hospital,RM 490 000,,LRT Station Universiti (Kelana Jaya Line),"LRT Station Universiti (Kelana Jaya Line)
LRT Station Kerinchi (Kelana Jaya Line)"
